ID,label,type,uri,id_synset,gloss,status
86999,abscessus,LEMMA,http://lila-erc.eu/data/id/lemma/86999,n#14320394,"excessive accumulation of blood or other fluid in a body part",reviewed
86999,abscessus,LEMMA,http://lila-erc.eu/data/id/lemma/86999,n#15143276,"the time at which life ends; continuing until dead",reviewed
86999,abscessus,LEMMA,http://lila-erc.eu/data/id/lemma/86999,n#15143477,"the time when something ends",reviewed
87008,absisto,LEMMA,http://lila-erc.eu/data/id/lemma/87008,v#00173338,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",reviewed
87008,absisto,LEMMA,http://lila-erc.eu/data/id/lemma/87008,v#00352826,"bring to an end or halt",reviewed
87008,absisto,LEMMA,http://lila-erc.eu/data/id/lemma/87008,v#01848718,"move away from a place into another direction",reviewed
87008,absisto,LEMMA,http://lila-erc.eu/data/id/lemma/87008,v#02008396,"go away or leave",reviewed
87008,absisto,LEMMA,http://lila-erc.eu/data/id/lemma/87008,v#02609764,"have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical",reviewed
87008,absisto,LEMMA,http://lila-erc.eu/data/id/lemma/87008,v#02680814,"put an end to a state or an activity",reviewed
87013,absolutio,LEMMA,http://lila-erc.eu/data/id/lemma/87013,n#00095502,"the act of liberating someone or something",reviewed
87013,absolutio,LEMMA,http://lila-erc.eu/data/id/lemma/87013,n#01193886,"a judgment of not guilty",reviewed
87013,absolutio,LEMMA,http://lila-erc.eu/data/id/lemma/87013,n#14459422,"the state of being without a flaw or defect",reviewed
87013,absolutio,LEMMA,http://lila-erc.eu/data/id/lemma/87013,n#14460974,"the state of being complete and entire; having everything that is needed",reviewed
87018,absoluo,LEMMA,http://lila-erc.eu/data/id/lemma/87018,v#00484166,"come or bring to a finish or an end",reviewed
87018,absoluo,LEMMA,http://lila-erc.eu/data/id/lemma/87018,v#00484892,"finish a task completely",reviewed
87018,absoluo,LEMMA,http://lila-erc.eu/data/id/lemma/87018,v#00902424,"let off the hook",reviewed
87018,absoluo,LEMMA,http://lila-erc.eu/data/id/lemma/87018,v#00903711,"grant remission of a sin to",reviewed
87018,absoluo,LEMMA,http://lila-erc.eu/data/id/lemma/87018,v#01475953,"free or remove obstruction from",reviewed
87018,absoluo,LEMMA,http://lila-erc.eu/data/id/lemma/87018,v#02253456,"do or give something to somebody in return",reviewed
87018,absoluo,LEMMA,http://lila-erc.eu/data/id/lemma/87018,v#02421374,"grant freedom to; free from confinement",reviewed
87024,absentia,LEMMA,http://lila-erc.eu/data/id/lemma/87024,n#01234345,"failure to be present",reviewed
87024,absentia,LEMMA,http://lila-erc.eu/data/id/lemma/87024,n#13960974,"the state of being absent",reviewed
87024,absentia,LEMMA,http://lila-erc.eu/data/id/lemma/87024,n#14449405,"the state of needing something that is absent or unavailable",reviewed
87025,abstemius,LEMMA,http://lila-erc.eu/data/id/lemma/87025,a#00799517,"not affected by a chemical substance (especially alcohol)",reviewed
87026,abstantia,LEMMA,http://lila-erc.eu/data/id/lemma/87026,n#05084201,"the property created by the space between two objects or points",reviewed
87026,abstantia,LEMMA,http://lila-erc.eu/data/id/lemma/87026,n#05129565,"size of the gap between two places",reviewed
87026,abstantia,LEMMA,http://lila-erc.eu/data/id/lemma/87026,n#15172212,"the interval between two times",reviewed
87026,abstantia,LEMMA,http://lila-erc.eu/data/id/lemma/87026,n#15172423,"a remote point in time",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#01068773,"act or practice of refraining from indulging an appetite",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#01069980,"abstaining from food",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#01145359,"the act of controlling by restraining someone or something",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#04833687,"extreme stinginess",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#04869569,"moral soundness",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#04870206,"the incapability of being corrupted",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#04882622,"the trait of abstaining (especially from alcohol)",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#04883243,"exhibiting restraint imposed on the self",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#04883614,"the trait of avoiding excesses",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#04883942,"moderation in eating and drinking",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#05117660,"quality of being moderate and avoiding extremes",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#06247701,"a rule or condition that limits freedom",reviewed
87030,abstinentia,LEMMA,http://lila-erc.eu/data/id/lemma/87030,n#14460565,"an undivided or unbroken completeness or totality with nothing wanting",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#00811375,"stay clear from; keep away from; keep out of the way of someone or something",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#01189427,"abstain from eating",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#01196037,"choose not to consume",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#02213690,"hold back; refuse to hand over or share",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#02215001,"retain and refrain from disbursing; of payments",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#02423762,"control and refrain from showing; of emotions, desires, impulses, or behavior",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#02453321,"prevent the occurrence of; prevent from happening",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#02463510,"refrain from doing something",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#02464583,"refrain from harming",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#02655698,"stay clear of, avoid",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#02725714,"resist doing something",reviewed
87031,abstineo,LEMMA,http://lila-erc.eu/data/id/lemma/87031,v#02726044,"refrain from doing",reviewed
87034,abstractio,LEMMA,http://lila-erc.eu/data/id/lemma/87034,n#00383606,"the act of dividing or disconnecting",reviewed
87034,abstractio,LEMMA,http://lila-erc.eu/data/id/lemma/87034,n#01201429,"(law) the cessation of cohabitation of man and wife (either by mutual agreement or under a court order)",reviewed
87034,abstractio,LEMMA,http://lila-erc.eu/data/id/lemma/87034,n#07331400,"coming apart",reviewed
87035,abstraho,LEMMA,http://lila-erc.eu/data/id/lemma/87035,v#00173338,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",reviewed
87035,abstraho,LEMMA,http://lila-erc.eu/data/id/lemma/87035,v#00179311,"take out or remove",reviewed
87035,abstraho,LEMMA,http://lila-erc.eu/data/id/lemma/87035,v#01556921,"force, take, or pull apart",reviewed
87035,abstraho,LEMMA,http://lila-erc.eu/data/id/lemma/87035,v#01994442,"pull back or move away or backward",reviewed
87035,abstraho,LEMMA,http://lila-erc.eu/data/id/lemma/87035,v#02031158,"make a division or separation",reviewed
87035,abstraho,LEMMA,http://lila-erc.eu/data/id/lemma/87035,v#02467662,"separate into parts or portions",reviewed
87040,absum,LEMMA,http://lila-erc.eu/data/id/lemma/87040,v#00220276,"become free",reviewed
87040,absum,LEMMA,http://lila-erc.eu/data/id/lemma/87040,v#00421535,"go away or leave",reviewed
87040,absum,LEMMA,http://lila-erc.eu/data/id/lemma/87040,v#00681125,"make unwilling",reviewed
87040,absum,LEMMA,http://lila-erc.eu/data/id/lemma/87040,v#02632838,"be absent",reviewed
87040,absum,LEMMA,http://lila-erc.eu/data/id/lemma/87040,v#02666239,"be different",reviewed
87040,absum,LEMMA,http://lila-erc.eu/data/id/lemma/87040,v#02674340,"be inadequate or objectionable",reviewed
87043,absumptio,LEMMA,http://lila-erc.eu/data/id/lemma/87043,n#00356367,"the act of consuming something",reviewed
87043,absumptio,LEMMA,http://lila-erc.eu/data/id/lemma/87043,n#00838098,"the process of taking food into the body through the mouth (as by eating)",reviewed
87044,absurditas,LEMMA,http://lila-erc.eu/data/id/lemma/87044,n#06607339,"a message that seems to convey no meaning",reviewed
87044,absurditas,LEMMA,http://lila-erc.eu/data/id/lemma/87044,n#06607809,"a message whose content is at variance with reason",reviewed
87052,abundatio,LEMMA,http://lila-erc.eu/data/id/lemma/87052,n#07407272,"the occurrence of surplus liquid (as water) exceeding the limit or capacity",reviewed
87054,abundus,LEMMA,http://lila-erc.eu/data/id/lemma/87054,a#00014490,"affording an abundant supply",reviewed
87055,abusio,LEMMA,http://lila-erc.eu/data/id/lemma/87055,n#00947719,"improper or excessive use",reviewed
87055,abusio,LEMMA,http://lila-erc.eu/data/id/lemma/87055,n#07102034,"strained or paradoxical use of words either in error (as `blatant' to mean `flagrant') or deliberately (as in a mixed metaphor: `blind mouths')",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#00203213,"change the inherent purpose or function of something",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#00203556,"use wrongly or improperly or excessively",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#01157517,"use up (resources or materials)",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#01158181,"spend extravagantly",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#01158572,"use up, consume fully",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#01158872,"put into service; make work or employ for a particular purpose or for its inherent or natural purpose",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#01161087,"use inefficiently or inappropriately",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#01162754,"use or manipulate to one's advantage",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#02267529,"spend completely",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#02268351,"spend thoughtlessly; throw away",reviewed
87058,abutor,LEMMA,http://lila-erc.eu/data/id/lemma/87058,v#02570062,"make excessive use of",reviewed
87059,acacia,LEMMA,http://lila-erc.eu/data/id/lemma/87059,n#11756092,"any of various spiny trees or shrubs of the genus Acacia",reviewed
87060,acalanthis,LEMMA,http://lila-erc.eu/data/id/lemma/87060,n#01531178,"small European finch having a crimson face and yellow-and-black wings",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#00157950,"grow or intensify",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#00184511,"add to something existing",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#00230746,"become larger, greater, or bigger; expand or gain",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#01843497,"move, travel, or proceed toward some place",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#01992503,"move forward, also in the metaphorical sense",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#01994288,"move forward",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#02016523,"to come or go into",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#02020590,"reach a destination, either real or abstract",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#02053941,"move towards",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#02054703,"advance or converge on",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#02590072,"have recourse to",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#02665282,"appear like; be similar or bear a likeness to",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#02690299,"run into or up to",reviewed
87084,accedo,LEMMA,http://lila-erc.eu/data/id/lemma/87084,v#02703952,"come near or verge on, resemble, come nearer in quality, or character",reviewed
87086,acceleratio,LEMMA,http://lila-erc.eu/data/id/lemma/87086,n#05060783,"an increase in rate of change",reviewed
87089,accendo,LEMMA,http://lila-erc.eu/data/id/lemma/87089,v#00063724,"cause inflammation in",reviewed
87089,accendo,LEMMA,http://lila-erc.eu/data/id/lemma/87089,v#00291873,"make lighter or brighter",reviewed
87089,accendo,LEMMA,http://lila-erc.eu/data/id/lemma/87089,v#00851239,"provoke or stir up",reviewed
87089,accendo,LEMMA,http://lila-erc.eu/data/id/lemma/87089,v#01629958,"summon into action or bring into existence, often as if by magic",reviewed
87089,accendo,LEMMA,http://lila-erc.eu/data/id/lemma/87089,v#01759326,"call forth (emotions, feelings, and responses)",reviewed
87089,accendo,LEMMA,http://lila-erc.eu/data/id/lemma/87089,v#01761120,"arouse or excite feelings and passions",reviewed
87089,accendo,LEMMA,http://lila-erc.eu/data/id/lemma/87089,v#02759614,"cause to start burning; subject to fire or great heat",reviewed
87089,accendo,LEMMA,http://lila-erc.eu/data/id/lemma/87089,v#02761372,"cause to start burning",reviewed
87097,accentiuncula,LEMMA,http://lila-erc.eu/data/id/lemma/87097,n#06822198,"a diacritical mark used to indicate stress or placed above a vowel to indicate a special pronunciation",reviewed
87097,accentiuncula,LEMMA,http://lila-erc.eu/data/id/lemma/87097,n#07084166,"rise and fall of the voice pitch",reviewed
87097,accentiuncula,LEMMA,http://lila-erc.eu/data/id/lemma/87097,n#07085375,"the relative prominence of a syllable or musical note (especially with regard to stress or pitch)",reviewed
87097,accentiuncula,LEMMA,http://lila-erc.eu/data/id/lemma/87097,n#14434866,"special importance or significance",reviewed
87100,acceptio,LEMMA,http://lila-erc.eu/data/id/lemma/87100,n#00082525,"the act of taking something that is offered",reviewed
87100,acceptio,LEMMA,http://lila-erc.eu/data/id/lemma/87100,n#00090253,"the act of receiving",reviewed
87102,accepto,LEMMA,http://lila-erc.eu/data/id/lemma/87102,v#02236624,"admit into a group or community",reviewed
87107,accessibilis,LEMMA,http://lila-erc.eu/data/id/lemma/87107,a#00019131,"capable of being reached",reviewed
87107,accessibilis,LEMMA,http://lila-erc.eu/data/id/lemma/87107,a#00533221,"capable of being read with comprehension",reviewed
87112,accido,LEMMA,http://lila-erc.eu/data/id/lemma/87112,v#00339934,"come to pass",reviewed
87112,accido,LEMMA,http://lila-erc.eu/data/id/lemma/87112,v#00342164,"come as if by falling",reviewed
87112,accido,LEMMA,http://lila-erc.eu/data/id/lemma/87112,v#00342443,"occur at a specified time or place",reviewed
87112,accido,LEMMA,http://lila-erc.eu/data/id/lemma/87112,v#00429060,"cut down on; make a reduction in",reviewed
87112,accido,LEMMA,http://lila-erc.eu/data/id/lemma/87112,v#01984317,"lose an upright position suddenly",reviewed
87112,accido,LEMMA,http://lila-erc.eu/data/id/lemma/87112,v#02063610,"get into a prostrate position, as in submission",reviewed
87112,accido,LEMMA,http://lila-erc.eu/data/id/lemma/87112,v#02593912,"chance to be or do something, without intention or causation",reviewed
87112,accido,LEMMA,http://lila-erc.eu/data/id/lemma/87112,v#02756821,"fall from clouds",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00065639,"undergo (as of injuries and illnesses)",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00588221,"get the meaning of something",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00593522,"believe to be the case",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00597915,"gain knowledge or skills",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00623151,"make sense of; assign a meaning to",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00624476,"interpret something in a certain way; convey a particular meaning or impression",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00636574,"reason by deduction; establish by deduction",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00683280,"accept as true; take to be true",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00686447,"consider or hold as true",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#00686879,"accept as true or valid",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#01470098,"receive someone, as into one's house",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#01540844,accept,reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#02107248,"register (perceptual input)",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#02210119,"get something; come into possession of",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#02210855,"come into the possession of something concrete or abstract",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#02236124,"receive willingly something given or offered",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#02237206,"accept gladly",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#02315759,"receive by genetic transmission",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#02315938,"receive from a predecessor",reviewed
87119,accipio,LEMMA,http://lila-erc.eu/data/id/lemma/87119,v#02436349,"be in charge of, act on, or dispose of",reviewed
87124,accitio,LEMMA,http://lila-erc.eu/data/id/lemma/87124,n#05978623,"calling up supposed supernatural forces by spells and incantations",reviewed
87126,acclamatio,LEMMA,http://lila-erc.eu/data/id/lemma/87126,n#00868799,"loud cries made while weeping",reviewed
87126,acclamatio,LEMMA,http://lila-erc.eu/data/id/lemma/87126,n#06691684,"enthusiastic approval",reviewed
87126,acclamatio,LEMMA,http://lila-erc.eu/data/id/lemma/87126,n#07120524,"a loud utterance; often in protest or opposition",reviewed
87137,accola,LEMMA,http://lila-erc.eu/data/id/lemma/87137,n#09620078,"a person who inhabits a particular place",reviewed
87137,accola,LEMMA,http://lila-erc.eu/data/id/lemma/87137,n#10352299,"a person who lives (or is located) near another",reviewed
87140,accommodatio,LEMMA,http://lila-erc.eu/data/id/lemma/87140,n#00193406,"(physiology) the responsive adjustment of a sense organ (as the eye) to varying conditions (as of light)",reviewed
87140,accommodatio,LEMMA,http://lila-erc.eu/data/id/lemma/87140,n#04641153,"a disposition or tendency to yield to the will of others",reviewed
87140,accommodatio,LEMMA,http://lila-erc.eu/data/id/lemma/87140,n#07369604,"making or becoming suitable; adjusting to circumstances",reviewed
87140,accommodatio,LEMMA,http://lila-erc.eu/data/id/lemma/87140,n#13427078,"the process of adapting to something (such as environmental conditions)",reviewed
87149,accretio,LEMMA,http://lila-erc.eu/data/id/lemma/87149,n#13497135,"a process of becoming larger or longer or more numerous or more important",reviewed
87160,accumulatio,LEMMA,http://lila-erc.eu/data/id/lemma/87160,n#00372013,"the act of accumulating",reviewed
87160,accumulatio,LEMMA,http://lila-erc.eu/data/id/lemma/87160,n#13774404,"(often followed by `of') a large number or amount or extent",reviewed
87168,accusatio,LEMMA,http://lila-erc.eu/data/id/lemma/87168,n#06711855,"an act or expression of criticism and censure",reviewed
87168,accusatio,LEMMA,http://lila-erc.eu/data/id/lemma/87168,n#06730780,"an assertion that someone is guilty of a fault or offence",reviewed
87168,accusatio,LEMMA,http://lila-erc.eu/data/id/lemma/87168,n#07234230,"a formal charge of wrongdoing brought against a person; the act of imputing blame or guilt",reviewed
87168,accusatio,LEMMA,http://lila-erc.eu/data/id/lemma/87168,n#07237409,"an accusation of wrongdoing",reviewed
87175,accuso,LEMMA,http://lila-erc.eu/data/id/lemma/87175,v#00727991,"attribute responsibility to",reviewed
87175,accuso,LEMMA,http://lila-erc.eu/data/id/lemma/87175,v#00823669,"rebuke formally",reviewed
87175,accuso,LEMMA,http://lila-erc.eu/data/id/lemma/87175,v#00824767,"censure severely or angrily",reviewed
87175,accuso,LEMMA,http://lila-erc.eu/data/id/lemma/87175,v#00842538,"put or pin the blame on",reviewed
87175,accuso,LEMMA,http://lila-erc.eu/data/id/lemma/87175,v#00842772,"harass with constant criticism",reviewed
87175,accuso,LEMMA,http://lila-erc.eu/data/id/lemma/87175,v#00842989,"bring an accusation against; level a charge against",reviewed
87175,accuso,LEMMA,http://lila-erc.eu/data/id/lemma/87175,v#00843468,"blame for, make a claim of wrongdoing or misbehavior against",reviewed
87175,accuso,LEMMA,http://lila-erc.eu/data/id/lemma/87175,v#00843959,"make an accusatory claim",reviewed
87182,acer,LEMMA,http://lila-erc.eu/data/id/lemma/87182,n#12752205,"any of numerous trees or shrubs of the genus Acer bearing winged seeds in pairs; north temperate zone",reviewed
87182,acer,LEMMA,http://lila-erc.eu/data/id/lemma/87182,n#12752666,"wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring",reviewed
87199,aceruatio,LEMMA,http://lila-erc.eu/data/id/lemma/87199,n#00372013,"the act of accumulating",reviewed
87199,aceruatio,LEMMA,http://lila-erc.eu/data/id/lemma/87199,n#07951464,"several things grouped together or considered as a whole",reviewed
87200,aceruo,LEMMA,http://lila-erc.eu/data/id/lemma/87200,v#00158804,"collect or gather",reviewed
87200,aceruo,LEMMA,http://lila-erc.eu/data/id/lemma/87200,v#01504298,"arrange into piles or stacks",reviewed
87200,aceruo,LEMMA,http://lila-erc.eu/data/id/lemma/87200,v#02304982,"get or gather together",reviewed
87211,acetum,LEMMA,http://lila-erc.eu/data/id/lemma/87211,n#07828987,"sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative",reviewed
87211,acetum,LEMMA,http://lila-erc.eu/data/id/lemma/87211,n#15088111,"dilute acetic acid",reviewed
87217,achates,LEMMA,http://lila-erc.eu/data/id/lemma/87217,n#14708232,"an impure form of quartz consisting of banded chalcedony; used as a gemstone and for making mortars and pestles",reviewed
87226,acia,LEMMA,http://lila-erc.eu/data/id/lemma/87226,n#04426788,"a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving",reviewed
87239,acinum,LEMMA,http://lila-erc.eu/data/id/lemma/87239,n#07758680,"any of various juicy fruit of the genus Vitis with green or purple skins; grow in clusters",reviewed
87240,acipenser,LEMMA,http://lila-erc.eu/data/id/lemma/87240,n#02640242,"large primitive fishes valued for their flesh and roe; widely distributed in the North Temperate Zone",reviewed
87257,acor,LEMMA,http://lila-erc.eu/data/id/lemma/87257,n#04993882,"the property of being acidic",reviewed
87257,acor,LEMMA,http://lila-erc.eu/data/id/lemma/87257,n#05716744,"the taste experience when vinegar or lemon juice is taken into the mouth",reviewed
87264,acquiro,LEMMA,http://lila-erc.eu/data/id/lemma/87264,v#02210855,"come into the possession of something concrete or abstract",reviewed
87264,acquiro,LEMMA,http://lila-erc.eu/data/id/lemma/87264,v#02238085,"come into possession of",reviewed
87264,acquiro,LEMMA,http://lila-erc.eu/data/id/lemma/87264,v#02238770,"get by special effort",reviewed
87264,acquiro,LEMMA,http://lila-erc.eu/data/id/lemma/87264,v#02288295,"win something through one's efforts",reviewed
87264,acquiro,LEMMA,http://lila-erc.eu/data/id/lemma/87264,v#02289295,"earn on some commercial or business transaction; earn as salary or wages",reviewed
87264,acquiro,LEMMA,http://lila-erc.eu/data/id/lemma/87264,v#02292125,obtain,reviewed
87265,acquisitio,LEMMA,http://lila-erc.eu/data/id/lemma/87265,n#00077419,"the act of contracting or assuming or acquiring possession of something",reviewed
87265,acquisitio,LEMMA,http://lila-erc.eu/data/id/lemma/87265,n#13253255,"something acquired",reviewed
87276,acrimonia,LEMMA,http://lila-erc.eu/data/id/lemma/87276,n#04633197,"an imaginative lively style (especially style of writing)",reviewed
87276,acrimonia,LEMMA,http://lila-erc.eu/data/id/lemma/87276,n#04643397,"a rough and bitter manner",reviewed
87276,acrimonia,LEMMA,http://lila-erc.eu/data/id/lemma/87276,n#05030806,"active strength of body or mind",reviewed
87276,acrimonia,LEMMA,http://lila-erc.eu/data/id/lemma/87276,n#05035961,"forceful exertion",reviewed
87282,acroasis,LEMMA,http://lila-erc.eu/data/id/lemma/87282,n#07240549,"a speech that is open to the public",reviewed
87283,acroaticus,LEMMA,http://lila-erc.eu/data/id/lemma/87283,a#00898963,"confined to and understandable by only an enlightened inner circle",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#00030358,"something that people do or cause to happen",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#00407535,"any specific behavior",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#00952963,"a military engagement",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#01181902,"a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#01182654,"a comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#01184814,"(law) the institution of a sequence of steps by which legal judgments are invoked",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#01197928,"an answer indicating why a suit should be dismissed",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#04635104,"the trait of being active; moving or acting rapidly and energetically",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#05901508,"a plan of action adopted by an individual or social group",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#06373314,"the story that is told in a novel or play or movie etc.",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#06532095,"a legal document codifying the result of deliberations of a committee or society or legislative body",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#06545137,"a legal document signed and sealed and delivered to effect a transfer of property and to show the legal right to possess it",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#07009640,"a subdivision of a play or opera or ballet",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#07162194,"something proposed (such as a plan or assumption)",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#07187638,"a humble request for help from someone in authority",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#07237409,"an accusation of wrongdoing",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#07238694,"the act of delivering a formal spoken communication to an audience",reviewed
87302,actio,LEMMA,http://lila-erc.eu/data/id/lemma/87302,n#13518963,"a process existing in or produced by nature (rather than by the intent of human beings)",reviewed
87318,actutum,LEMMA,http://lila-erc.eu/data/id/lemma/87318,r#00048739,"without delay or hesitation; with no time intervening",reviewed
87323,aculeus,LEMMA,http://lila-erc.eu/data/id/lemma/87323,n#03974215,"sharp end",reviewed
87323,aculeus,LEMMA,http://lila-erc.eu/data/id/lemma/87323,n#06822034,"a V-shaped mark at one end of an arrow pointer",reviewed
87323,aculeus,LEMMA,http://lila-erc.eu/data/id/lemma/87323,n#13089631,"a small sharp-pointed tip resembling a spike on a stem or leaf",reviewed
87336,adolesco,LEMMA,http://lila-erc.eu/data/id/lemma/87336,v#00156601,"become bigger or greater in amount",reviewed
87336,adolesco,LEMMA,http://lila-erc.eu/data/id/lemma/87336,v#00196364,"burn with heat, fire, or radiation",reviewed
