ID,label,type,uri,id_synset,gloss,status
391,babylon,LEMMA,http://lila-erc.eu/data/id/lemma/391,n#08916832,"the chief city of ancient Mesopotamia and capital of the ancient kingdom of Babylonia",reviewed
617,acheron,LEMMA,http://lila-erc.eu/data/id/lemma/617,n#09186709,"(Greek mythology) a river in Hades across which the souls of the dead were carried by Charon",reviewed
814,beelzebub,LEMMA,http://lila-erc.eu/data/id/lemma/814,n#09543353,"(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell",reviewed
816,beelzebul,LEMMA,http://lila-erc.eu/data/id/lemma/816,n#09543353,"(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell",reviewed
1500,britannicus,LEMMA,http://lila-erc.eu/data/id/lemma/1500,a#03022177,"of or relating to or characteristic of Great Britain or its people or culture",reviewed
1578,brutus,LEMMA,http://lila-erc.eu/data/id/lemma/1578,n#10869207,"statesman of ancient Rome who (with Cassius) led a conspiracy to assassinate Julius Caesar (85-42 BC)",reviewed
1781,byzantium,LEMMA,http://lila-erc.eu/data/id/lemma/1781,n#08801099,"an ancient city on the Bosporus founded by the Greeks; site of modern Istanbul; in 330 Constantine I rebuilt the city and called it Constantinople and made it his capital",reviewed
2487,carthago,LEMMA,http://lila-erc.eu/data/id/lemma/2487,n#08919949,"an ancient city state on the north African coast near modern Tunis; founded by Phoenicians; destroyed and rebuilt by Romans; razed by Arabs in 697",reviewed
2820,ceres,LEMMA,http://lila-erc.eu/data/id/lemma/2820,n#07679356,"food made from dough of flour or meal and usually raised with yeast or baking powder and then baked",reviewed
2820,ceres,LEMMA,http://lila-erc.eu/data/id/lemma/2820,n#09558756,"(Roman mythology) goddess of agriculture; counterpart of Greek Demeter",reviewed
2820,ceres,LEMMA,http://lila-erc.eu/data/id/lemma/2820,n#12142085,"annual or biennial grass having erect flower spikes and light brown grains",reviewed
2984,charybdis,LEMMA,http://lila-erc.eu/data/id/lemma/2984,n#07433336,"(Greek mythology) a ship-devouring whirlpool lying on the other side of a narrow strait from Scylla",reviewed
3017,cherub,LEMMA,http://lila-erc.eu/data/id/lemma/3017,n#09539730,"an angel of the second order whose gift is knowledge; usually portrayed as a winged child",reviewed
3084,christianus,LEMMA,http://lila-erc.eu/data/id/lemma/3084,a#02952275,"relating to or characteristic of Christianity",reviewed
3388,cleopatra,LEMMA,http://lila-erc.eu/data/id/lemma/3388,n#10901827,"beautiful and charismatic queen of Egypt; mistress of Julius Caesar and later of Mark Antony; killed herself to avoid capture by Octavian (69-30 BC)",reviewed
3950,corsica,LEMMA,http://lila-erc.eu/data/id/lemma/3950,n#08941895,"a region of France on the island of Corsica; birthplace of Napoleon Bonaparte",reviewed
3950,corsica,LEMMA,http://lila-erc.eu/data/id/lemma/3950,n#08942091,"an island in the Mediterranean; with adjacent islets it constitutes a region of France",reviewed
4720,demosthenes,LEMMA,http://lila-erc.eu/data/id/lemma/4720,n#10930428,"Athenian statesman and orator (circa 385-322 BC)",reviewed
4858,dialis,LEMMA,http://lila-erc.eu/data/id/lemma/4858,a#02684971,"relating to or inhabiting a divine heaven",reviewed
4858,dialis,LEMMA,http://lila-erc.eu/data/id/lemma/4858,a#02685153,"of or relating to the sky",reviewed
4897,dido,LEMMA,http://lila-erc.eu/data/id/lemma/4897,n#09558177,"(Roman mythology) a princess of Tyre who was the founder and queen of Carthage; Virgil tells of her suicide when she was abandoned by Aeneas",reviewed
5042,diouis,LEMMA,http://lila-erc.eu/data/id/lemma/5042,n#09322454,"the largest planet and the 5th from the sun; has many satellites and is one of the brightest objects in the night sky",reviewed
5042,diouis,LEMMA,http://lila-erc.eu/data/id/lemma/5042,n#09573966,"(Roman mythology) supreme god of Romans; counterpart of Greek Zeus",reviewed
5362,aegyptiacus,LEMMA,http://lila-erc.eu/data/id/lemma/5362,a#02971469,"of or relating to or characteristic of Egypt or its people or their language",reviewed
5394,aegyptius,LEMMA,http://lila-erc.eu/data/id/lemma/5394,a#02971469,"of or relating to or characteristic of Egypt or its people or their language",reviewed
5405,aegyptus,LEMMA,http://lila-erc.eu/data/id/lemma/5405,n#08896831,"an ancient empire to the west of Israel; centered on the Nile River and ruled by a Pharaoh; figured in many events described in the Old Testament",reviewed
5405,aegyptus,LEMMA,http://lila-erc.eu/data/id/lemma/5405,n#08897065,"a republic in northeastern Africa known as the United Arab Republic until 1971; site of an ancient civilization that flourished from 2600 to 30 BC",reviewed
6723,europa,LEMMA,http://lila-erc.eu/data/id/lemma/6723,n#09275473,"the 2nd smallest continent (actually a vast peninsula of Eurasia); the British use `Europe' to refer to all of the continent except the British Isles",reviewed
6846,eua,LEMMA,http://lila-erc.eu/data/id/lemma/6846,n#09586743,"(Old Testament) Adam's wife in Judeo-Christian mythology: the first woman and mother of the human race; God created Eve from Adam's rib and placed Adam and Eve in the Garden of Eden",reviewed
6877,aesopus,LEMMA,http://lila-erc.eu/data/id/lemma/6877,n#10809223,"Greek author of fables (circa 620-560 BC)",reviewed
6933,aethiopia,LEMMA,http://lila-erc.eu/data/id/lemma/6933,n#08778061,"Ethiopia is a republic in northeastern Africa on the Red Sea; formerly called Abyssinia",reviewed
6934,aethiopicus,LEMMA,http://lila-erc.eu/data/id/lemma/6934,a#03064693,"of or relating to or characteristic of Ethiopia or its people or languages",reviewed
6939,aethiops,LEMMA,http://lila-erc.eu/data/id/lemma/6939,n#09705124,"a native or inhabitant of Ethiopia",reviewed
7013,afer,LEMMA,http://lila-erc.eu/data/id/lemma/7013,a#02941790,"of or relating to the nations of Africa or their peoples",reviewed
7098,fauna,LEMMA,http://lila-erc.eu/data/id/lemma/7098,n#07993279,"all the animal life in a particular region or period",reviewed
7320,africanus,LEMMA,http://lila-erc.eu/data/id/lemma/7320,a#02941790,"of or relating to the nations of Africa or their peoples",reviewed
7334,africus,LEMMA,http://lila-erc.eu/data/id/lemma/7334,a#02941790,"of or relating to the nations of Africa or their peoples",reviewed
7551,frugi,LEMMA,http://lila-erc.eu/data/id/lemma/7551,a#02513269,"morally excellent",reviewed
7786,gallus,LEMMA,http://lila-erc.eu/data/id/lemma/7786,n#01792158,"adult male chicken",reviewed
7786,gallus,LEMMA,http://lila-erc.eu/data/id/lemma/7786,n#09688487,"a Celt of ancient Gaul",reviewed
8023,germania,LEMMA,http://lila-erc.eu/data/id/lemma/8023,n#08766988,"a republic in central Europe; split into East Germany and West Germany after World War II and reunited in 1990",reviewed
8318,gradus,LEMMA,http://lila-erc.eu/data/id/lemma/8318,n#00285557,"the act of changing location by raising the foot and setting it down",reviewed
8318,gradus,LEMMA,http://lila-erc.eu/data/id/lemma/8318,n#04314914,"support consisting of a place to rest the foot while ascending or descending a stairway",reviewed
8318,gradus,LEMMA,http://lila-erc.eu/data/id/lemma/8318,n#13757249,"the distance covered by a step",reviewed
8318,gradus,LEMMA,http://lila-erc.eu/data/id/lemma/8318,n#13925752,"a condition or position in which you find yourself",reviewed
8318,gradus,LEMMA,http://lila-erc.eu/data/id/lemma/8318,n#13945919,"the relative position or standing of things or especially persons in a society",reviewed
8318,gradus,LEMMA,http://lila-erc.eu/data/id/lemma/8318,n#14429608,"relative position in a graded series",reviewed
8321,graecia,LEMMA,http://lila-erc.eu/data/id/lemma/8321,n#08780881,"a republic in southeastern Europe on the southern part of the Balkan peninsula; known for grapes and olives and olive oil",reviewed
8328,graeculus,LEMMA,http://lila-erc.eu/data/id/lemma/8328,a#03016202,"of or relating to or characteristic of Greece or the Greeks or the Greek language",reviewed
8329,graecus,LEMMA,http://lila-erc.eu/data/id/lemma/8329,a#03016202,"of or relating to or characteristic of Greece or the Greeks or the Greek language",reviewed
8686,hannibal,LEMMA,http://lila-erc.eu/data/id/lemma/8686,n#11028196,"general who commanded the Carthaginian army in the second Punic War; crossed the Alps and defeated the Romans but was recalled to defend Carthage and was defeated (247-182 BC)",reviewed
8763,hebraeus,LEMMA,http://lila-erc.eu/data/id/lemma/8763,a#02922263,"of or relating to Jews or their culture or religion",reviewed
8764,hebraicus,LEMMA,http://lila-erc.eu/data/id/lemma/8764,a#02922263,"of or relating to Jews or their culture or religion",reviewed
8782,hector,LEMMA,http://lila-erc.eu/data/id/lemma/8782,n#09600031,"(Greek mythology) a mythical Trojan who was killed by Achilles during the Trojan War",reviewed
9035,hercules,LEMMA,http://lila-erc.eu/data/id/lemma/9035,n#09578005,"(classical mythology) a hero noted for his strength; performed 12 immense labors to gain immortality",reviewed
9146,herodes,LEMMA,http://lila-erc.eu/data/id/lemma/9146,n#11045353,"king of Judea who (according to the New Testament) tried to kill Jesus by ordering the death of all children under age two in Bethlehem (73-4 BC)",reviewed
9157,herois,LEMMA,http://lila-erc.eu/data/id/lemma/9157,n#10173410,"a woman possessing heroic qualities or a woman who has performed heroic deeds",reviewed
9443,hispania,LEMMA,http://lila-erc.eu/data/id/lemma/9443,n#09023321,"a parliamentary monarchy in southwestern Europe on the Iberian Peninsula; a former colonial power",reviewed
9532,alabarches,LEMMA,http://lila-erc.eu/data/id/lemma/9532,v#02344568,"steal goods; take as spoils",reviewed
9556,hospes,LEMMA,http://lila-erc.eu/data/id/lemma/9556,n#10150940,"a visitor to whom hospitality is extended",reviewed
9556,hospes,LEMMA,http://lila-erc.eu/data/id/lemma/9556,n#10187130,"a person who invites guests to a social event (such as a party in his or her own home) and who is responsible for them while they are there",reviewed
9556,hospes,LEMMA,http://lila-erc.eu/data/id/lemma/9556,n#10661002,"anyone who does not belong in the environment in which they are found",reviewed
9556,hospes,LEMMA,http://lila-erc.eu/data/id/lemma/9556,n#10757193,"someone who visits",reviewed
10332,alexandrea,LEMMA,http://lila-erc.eu/data/id/lemma/10332,n#08898187,"the chief port of Egypt; located on the western edge of the Nile delta on the Mediterranean Sea; founded by Alexander the Great; the capital of ancient Egypt",reviewed
10340,alexandrinus,LEMMA,http://lila-erc.eu/data/id/lemma/10340,a#03028338,"of or relating to Alexander the Great or his empire",reviewed
11277,alpinus,LEMMA,http://lila-erc.eu/data/id/lemma/11277,a#03025590,"relating to the Alps and their inhabitants",reviewed
11277,alpinus,LEMMA,http://lila-erc.eu/data/id/lemma/11277,a#03025746,"relating to or characteristic of alps",reviewed
11461,latinus,LEMMA,http://lila-erc.eu/data/id/lemma/11461,a#03080351,"relating to languages derived from Latin",reviewed
12436,lugoues,LEMMA,http://lila-erc.eu/data/id/lemma/12436,v#00650353,"mark as different",reviewed
12436,lugoues,LEMMA,http://lila-erc.eu/data/id/lemma/12436,v#01556921,"force, take, or pull apart",reviewed
12436,lugoues,LEMMA,http://lila-erc.eu/data/id/lemma/12436,v#02031158,"make a division or separation",reviewed
12436,lugoues,LEMMA,http://lila-erc.eu/data/id/lemma/12436,v#02467662,"separate into parts or portions",reviewed
12436,lugoues,LEMMA,http://lila-erc.eu/data/id/lemma/12436,v#02621853,"act as a barrier between; stand between",reviewed
12753,macedo,LEMMA,http://lila-erc.eu/data/id/lemma/12753,n#06945473,"the Slavic language of modern Macedonia",reviewed
12753,macedo,LEMMA,http://lila-erc.eu/data/id/lemma/12753,n#08915372,"the ancient kingdom of Philip II and Alexander the Great in the southeastern Balkans that is now divided among modern Macedonia and Greece and Bulgaria",reviewed
12753,macedo,LEMMA,http://lila-erc.eu/data/id/lemma/12753,n#09721444,"a native or inhabitant of Macedon",reviewed
12754,macedonia,LEMMA,http://lila-erc.eu/data/id/lemma/12754,n#08915372,"the ancient kingdom of Philip II and Alexander the Great in the southeastern Balkans that is now divided among modern Macedonia and Greece and Bulgaria",reviewed
12757,macedonicus,LEMMA,http://lila-erc.eu/data/id/lemma/12757,a#03082253,"of or relating to Macedonia or its inhabitants",reviewed
12759,macedonius,LEMMA,http://lila-erc.eu/data/id/lemma/12759,a#03082253,"of or relating to Macedonia or its inhabitants",reviewed
12959,amazon,LEMMA,http://lila-erc.eu/data/id/lemma/12959,n#09787076,"(Greek mythology) one of a nation of women warriors of Scythia (who burned off the right breast in order to use a bow and arrow more effectively)",reviewed
14910,amor,LEMMA,http://lila-erc.eu/data/id/lemma/14910,n#09555127,"goddess of love; counterpart of Greek Aphrodite",reviewed
15000,mulciber,LEMMA,http://lila-erc.eu/data/id/lemma/15000,n#13480848,"the process of combustion of inflammable materials producing heat and light and (often) smoke",reviewed
15677,nero,LEMMA,http://lila-erc.eu/data/id/lemma/15677,n#11203472,"Roman Emperor notorious for his monstrous vice and fantastic luxury (was said to have started a fire that destroyed much of Rome in 64) but the Roman Empire remained prosperous during his rule (37-68)",reviewed
15956,nomas,LEMMA,http://lila-erc.eu/data/id/lemma/15956,n#10359759,"a member of a people who have no permanent home but move about according to the seasons",reviewed
16836,orestes,LEMMA,http://lila-erc.eu/data/id/lemma/16836,n#09595957,"(Greek mythology) the son of Agamemnon and Clytemnestra; his sister Electra persuaded him to avenge Agamemnon's death by killing Clytemnestra and Aegisthus",reviewed
16880,oriens,LEMMA,http://lila-erc.eu/data/id/lemma/16880,n#08562620,"the countries of Asia",reviewed
16880,oriens,LEMMA,http://lila-erc.eu/data/id/lemma/16880,n#13832355,"the cardinal compass point that is at 90 degrees",reviewed
17364,pallas,LEMMA,http://lila-erc.eu/data/id/lemma/17364,n#12300840,"a tree of the genus Olea cultivated for its fruit",reviewed
17825,paulo,LEMMA,http://lila-erc.eu/data/id/lemma/17825,r#00033663,"to a small degree; somewhat",reviewed
18641,phrygia,LEMMA,http://lila-erc.eu/data/id/lemma/18641,n#08788887,"an ancient city in Asia Minor that was the site of the Trojan War",reviewed
18645,phrygius,LEMMA,http://lila-erc.eu/data/id/lemma/18645,a#03126638,"of or relating to the ancient city of Troy or its inhabitants",reviewed
19048,pollux,LEMMA,http://lila-erc.eu/data/id/lemma/19048,n#09397150,"the brightest star in Gemini; close to Castor",incomplete
19629,punicus,LEMMA,http://lila-erc.eu/data/id/lemma/19629,a#03104740,"of or relating to or characteristic of ancient Carthage or its people or their language",reviewed
19720,pythagoricus,LEMMA,http://lila-erc.eu/data/id/lemma/19720,a#03036805,"of or relating to Pythagoras or his geometry",reviewed
19879,academia,LEMMA,http://lila-erc.eu/data/id/lemma/19879,n#08277805,"a school for special training",reviewed
19879,academia,LEMMA,http://lila-erc.eu/data/id/lemma/19879,n#08279298,"a secondary school (usually private)",reviewed
19879,academia,LEMMA,http://lila-erc.eu/data/id/lemma/19879,n#08280124,"an institution for the advancement of art or science or literature",reviewed
19969,academicus,LEMMA,http://lila-erc.eu/data/id/lemma/19969,a#02599939,"associated with academia or an academy",reviewed
20103,apollo,LEMMA,http://lila-erc.eu/data/id/lemma/20103,n#09553767,"(Greek mythology) Greek god of light; god of prophecy and poetry and music and healing; son of Zeus and Leto; twin brother of Artemis",reviewed
20153,rhenus,LEMMA,http://lila-erc.eu/data/id/lemma/20153,n#09408540,"a major European river carrying more traffic than any other river in the world; flows into the North Sea",reviewed
20318,romulus,LEMMA,http://lila-erc.eu/data/id/lemma/20318,n#09556305,"(Roman mythology) founder of Rome; suckled with his twin brother Remus by a wolf after their parents (Mars and Rhea Silvia) abandoned them; Romulus killed Remus in an argument over the building of Rome",reviewed
20849,sardinia,LEMMA,http://lila-erc.eu/data/id/lemma/20849,n#08810786,"the Italian region on the island of Sardinia; the kingdom of Sardinia was the nucleus for uniting Italy during the 19th century",reviewed
21537,sicanius,LEMMA,http://lila-erc.eu/data/id/lemma/21537,a#02959224,"of or relating to or characteristic of Sicily or the people of Sicily",reviewed
21553,sicilia,LEMMA,http://lila-erc.eu/data/id/lemma/21553,n#08811215,"the Italian region on the island of Sicily",reviewed
21561,siculus,LEMMA,http://lila-erc.eu/data/id/lemma/21561,a#02959224,"of or relating to or characteristic of Sicily or the people of Sicily",reviewed
21867,socraticus,LEMMA,http://lila-erc.eu/data/id/lemma/21867,a#03033636,"of or relating to Socrates or to his method of teaching",reviewed
22411,arctous,LEMMA,http://lila-erc.eu/data/id/lemma/22411,a#01604226,"situated in or coming from regions of the north",reviewed
22681,syria,LEMMA,http://lila-erc.eu/data/id/lemma/22681,n#09033333,"an Asian republic in the Middle East at the east end of the Mediterranean; site of some of the world's most ancient centers of civilization",reviewed
23647,tiberinus,LEMMA,http://lila-erc.eu/data/id/lemma/23647,n#09457851,"a river of central Italy; flows through Rome to the Tyrrhenian Sea",reviewed
23650,tiberis,LEMMA,http://lila-erc.eu/data/id/lemma/23650,n#09457851,"a river of central Italy; flows through Rome to the Tyrrhenian Sea",reviewed
23930,armenia,LEMMA,http://lila-erc.eu/data/id/lemma/23930,n#09017526,"a landlocked republic in southwestern Asia; formerly an Asian soviet; modern Armenia is but a fragment of ancient Armenia which was one of the world's oldest civilizations; throughout 2500 years the Armenian people have been invaded and oppressed by their neighbors",reviewed
24052,accipiter,LEMMA,http://lila-erc.eu/data/id/lemma/24052,n#01605630,"diurnal bird of prey typically having short rounded wings and a long tail",reviewed
24052,accipiter,LEMMA,http://lila-erc.eu/data/id/lemma/24052,n#01606335,"type genus of the family Accipitridae",reviewed
24052,accipiter,LEMMA,http://lila-erc.eu/data/id/lemma/24052,n#01606672,"small hawk of Eurasia and northern Africa",reviewed
24828,uenetia,LEMMA,http://lila-erc.eu/data/id/lemma/24828,n#08813264,"the provincial capital of Veneto; built on 118 islands within a lagoon in the Gulf of Venice; has canals instead of streets; one of Italy's major ports and a famous tourist attraction",reviewed
24845,uenus,LEMMA,http://lila-erc.eu/data/id/lemma/24845,n#04687333,"attractiveness that interests or pleases or stimulates",reviewed
24845,uenus,LEMMA,http://lila-erc.eu/data/id/lemma/24845,n#09555127,"goddess of love; counterpart of Greek Aphrodite",reviewed
24962,uespasianus,LEMMA,http://lila-erc.eu/data/id/lemma/24962,n#11364799,"Emperor of Rome and founder of the Flavian dynasty who consolidated Roman rule in Germany and Britain and reformed the army and brought prosperity to the empire; began the construction of the Colosseum (9-79)",reviewed
25225,asianus,LEMMA,http://lila-erc.eu/data/id/lemma/25225,a#02968525,"of or relating to or characteristic of Asia or the peoples of Asia or their languages or culture",reviewed
25237,asiaticus,LEMMA,http://lila-erc.eu/data/id/lemma/25237,a#02968525,"of or relating to or characteristic of Asia or the peoples of Asia or their languages or culture",reviewed
25496,zephyrus,LEMMA,http://lila-erc.eu/data/id/lemma/25496,n#09573561,"(Greek mythology) the Greek god of the west wind",reviewed
25496,zephyrus,LEMMA,http://lila-erc.eu/data/id/lemma/25496,n#11431754,"a slight wind (usually refreshing)",reviewed
25787,atheniensis,LEMMA,http://lila-erc.eu/data/id/lemma/25787,a#02972499,"of or relating to or characteristic of Athens or its inhabitants",reviewed
25854,atlas,LEMMA,http://lila-erc.eu/data/id/lemma/25854,n#02752810,"a figure of a man used as a supporting column",reviewed
25854,atlas,LEMMA,http://lila-erc.eu/data/id/lemma/25854,n#05588746,"the 1st cervical vertebra",reviewed
25854,atlas,LEMMA,http://lila-erc.eu/data/id/lemma/25854,n#06427086,"a collection of maps in book form",reviewed
25854,atlas,LEMMA,http://lila-erc.eu/data/id/lemma/25854,n#09575548,"(Greek mythology) a Titan who was forced by Zeus to bear the sky on his shoulders",reviewed
25921,atticus,LEMMA,http://lila-erc.eu/data/id/lemma/25921,a#02972499,"of or relating to or characteristic of Athens or its inhabitants",reviewed
25921,atticus,LEMMA,http://lila-erc.eu/data/id/lemma/25921,a#03017286,"of or relating to Attica or its inhabitants or to the dialect spoken in Athens in classical times",reviewed
26834,achilles,LEMMA,http://lila-erc.eu/data/id/lemma/26834,n#09594298,"a mythical Greek hero of the Iliad; a foremost Greek warrior at the siege of Troy; when he was a baby his mother tried to make him immortal by bathing him in a magical river but the heel by which she held him remained vulnerable--his `Achilles' heel'",reviewed
28149,agens,LEMMA,http://lila-erc.eu/data/id/lemma/28149,n#09774783,"a person who pleads for a cause or propounds an idea",reviewed
28149,agens,LEMMA,http://lila-erc.eu/data/id/lemma/28149,n#09775663,"a lawyer who pleads cases in court",reviewed
29401,alteratio,LEMMA,http://lila-erc.eu/data/id/lemma/29401,n#00191142,"the action of changing something",reviewed
29401,alteratio,LEMMA,http://lila-erc.eu/data/id/lemma/29401,n#00199707,"the act of making something different (as e.g. the size of a garment)",reviewed
29401,alteratio,LEMMA,http://lila-erc.eu/data/id/lemma/29401,n#00399393,"the act of revising or altering (involving reconsideration and modification)",reviewed
29401,alteratio,LEMMA,http://lila-erc.eu/data/id/lemma/29401,n#03005920,"a thing that is different",reviewed
29401,alteratio,LEMMA,http://lila-erc.eu/data/id/lemma/29401,n#07296428,"an event that occurs when something passes from one state or phase to another",reviewed
29401,alteratio,LEMMA,http://lila-erc.eu/data/id/lemma/29401,n#11412727,"the result of alteration or modification",reviewed
29401,alteratio,LEMMA,http://lila-erc.eu/data/id/lemma/29401,n#13859043,"a relational difference between states; especially between states before and after some event",reviewed
31232,approximatio,LEMMA,http://lila-erc.eu/data/id/lemma/31232,n#00280853,"the act of drawing spatially closer to something",reviewed
31232,approximatio,LEMMA,http://lila-erc.eu/data/id/lemma/31232,n#04746134,"a close approximation",reviewed
31232,approximatio,LEMMA,http://lila-erc.eu/data/id/lemma/31232,n#05046471,"the temporal property of becoming nearer in time",reviewed
31232,approximatio,LEMMA,http://lila-erc.eu/data/id/lemma/31232,n#07310507,"the event of one object coming closer to another",reviewed
40464,celere,LEMMA,http://lila-erc.eu/data/id/lemma/40464,r#00033922,"in the near future",reviewed
40464,celere,LEMMA,http://lila-erc.eu/data/id/lemma/40464,r#00085811,"with rapid movements",reviewed
40464,celere,LEMMA,http://lila-erc.eu/data/id/lemma/40464,r#00105603,"with little or no delay",reviewed
40464,celere,LEMMA,http://lila-erc.eu/data/id/lemma/40464,r#00206479,"in a hurried or hasty manner",reviewed
40464,celere,LEMMA,http://lila-erc.eu/data/id/lemma/40464,r#00290935,"without taking pains",reviewed
43236,concito,LEMMA,http://lila-erc.eu/data/id/lemma/43236,r#00085811,"with rapid movements",reviewed
43738,consonanter,LEMMA,http://lila-erc.eu/data/id/lemma/43738,r#00023493,"in a conformable manner",reviewed
43738,consonanter,LEMMA,http://lila-erc.eu/data/id/lemma/43738,r#00353590,"in a harmonious manner",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00008007,"to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly')",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00010466,"to the greatest degree or extent; completely or entirely; (`full' in this sense is used as a combining form)",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00012779,"thoroughly or completely; fully; often used as a combining form",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00057257,"in an exhaustive manner",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00057388,"completely and absolutely (`good' is sometimes used informally for `thoroughly')",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00153568,"taking care or paying attention",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00157624,"so as to be complete; with everything necessary",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00178586,"with extreme conscientiousness",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00196417,"with attention; in an attentive manner",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00282103,"as if with kid gloves; with caution or prudence or tact",reviewed
47414,diligenter,LEMMA,http://lila-erc.eu/data/id/lemma/47414,r#00312027,"with diligence; in a diligent manner",reviewed
59061,incorrigibilis,LEMMA,http://lila-erc.eu/data/id/lemma/59061,a#00349759,"unalterable in disposition or habits",reviewed
59061,incorrigibilis,LEMMA,http://lila-erc.eu/data/id/lemma/59061,a#00635456,"impervious to correction by punishment",reviewed
59061,incorrigibilis,LEMMA,http://lila-erc.eu/data/id/lemma/59061,a#00994567,"incapable of being cured",reviewed
59908,intelligibilis,LEMMA,http://lila-erc.eu/data/id/lemma/59908,a#00533452,"capable of being apprehended or understood",reviewed
59908,intelligibilis,LEMMA,http://lila-erc.eu/data/id/lemma/59908,a#01332386,"appealing to or using the intellect",reviewed
86837,abbatissa,LEMMA,http://lila-erc.eu/data/id/lemma/86837,n#09754217,"the superior of a group of nuns",reviewed
86839,abalienatio,LEMMA,http://lila-erc.eu/data/id/lemma/86839,n#07502387,"the feeling of being alienated from other people",reviewed
86840,abalieno,LEMMA,http://lila-erc.eu/data/id/lemma/86840,v#00173338,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",reviewed
86840,abalieno,LEMMA,http://lila-erc.eu/data/id/lemma/86840,v#00571061,"get rid of something abstract",reviewed
86840,abalieno,LEMMA,http://lila-erc.eu/data/id/lemma/86840,v#01823528,"arouse hostility or indifference in where there had formerly been love, affection, or friendliness",reviewed
86840,abalieno,LEMMA,http://lila-erc.eu/data/id/lemma/86840,v#02115273,"make numb or insensitive",reviewed
86840,abalieno,LEMMA,http://lila-erc.eu/data/id/lemma/86840,v#02205719,"take from a person or place",reviewed
86840,abalieno,LEMMA,http://lila-erc.eu/data/id/lemma/86840,v#02220461,"cause to change ownership",reviewed
86840,abalieno,LEMMA,http://lila-erc.eu/data/id/lemma/86840,v#02431320,"discontinue an association or relation; go different ways",reviewed
86840,abalieno,LEMMA,http://lila-erc.eu/data/id/lemma/86840,v#02621853,"act as a barrier between; stand between",reviewed
86846,abante,LEMMA,http://lila-erc.eu/data/id/lemma/86846,r#00066781,"at or in the front",reviewed
86852,abauus,LEMMA,http://lila-erc.eu/data/id/lemma/86852,n#09792555,"someone from whom you are descended (but usually more remote than a grandparent)",reviewed
86856,abbreuio,LEMMA,http://lila-erc.eu/data/id/lemma/86856,v#00243749,shorten,reviewed
86856,abbreuio,LEMMA,http://lila-erc.eu/data/id/lemma/86856,v#00316768,"make shorter than originally intended; reduce or retrench in length or duration",reviewed
86856,abbreuio,LEMMA,http://lila-erc.eu/data/id/lemma/86856,v#00560893,"make short or shorter",reviewed
86857,abdicatio,LEMMA,http://lila-erc.eu/data/id/lemma/86857,n#00205079,"the act of renouncing; sacrificing or giving up or surrendering (a possession or right or title or privilege etc.)",reviewed
86857,abdicatio,LEMMA,http://lila-erc.eu/data/id/lemma/86857,n#07207860,"refusal to acknowledge as one's own",reviewed
86857,abdicatio,LEMMA,http://lila-erc.eu/data/id/lemma/86857,n#07254594,"an act (spoken or written) declaring that something is surrendered or disowned",reviewed
86859,abdicatrix,LEMMA,http://lila-erc.eu/data/id/lemma/86859,n#09754633,"one who gives up or relinquishes or renounces something",reviewed
86859,abdicatrix,LEMMA,http://lila-erc.eu/data/id/lemma/86859,n#09755657,"one who formally relinquishes an office or responsibility",reviewed
86860,abdico,LEMMA,http://lila-erc.eu/data/id/lemma/86860,v#00685683,"refuse to accept or acknowledge",reviewed
86860,abdico,LEMMA,http://lila-erc.eu/data/id/lemma/86860,v#02237338,"refuse to accept",reviewed
86860,abdico,LEMMA,http://lila-erc.eu/data/id/lemma/86860,v#02316097,"prevent deliberately (as by making a will) from inheriting",reviewed
86860,abdico,LEMMA,http://lila-erc.eu/data/id/lemma/86860,v#02379198,"give up, such as power, as of monarchs and emperors, or duties and obligations",reviewed
86861,abdico,LEMMA,http://lila-erc.eu/data/id/lemma/86861,v#00685683,"refuse to accept or acknowledge",reviewed
86861,abdico,LEMMA,http://lila-erc.eu/data/id/lemma/86861,v#02213690,"hold back; refuse to hand over or share",reviewed
86865,abdo,LEMMA,http://lila-erc.eu/data/id/lemma/86865,v#02144835,"prevent from being seen or discovered",reviewed
86865,abdo,LEMMA,http://lila-erc.eu/data/id/lemma/86865,v#02145814,"be or go into hiding; keep out of sight, as for protection and safety",reviewed
86865,abdo,LEMMA,http://lila-erc.eu/data/id/lemma/86865,v#02146790,"hold back; keep from being perceived by others",reviewed
